ts_unix,latency_ms,status
1767591794.7377396,200.26278495788574,200
1767591794.9373724,199.63526725769043,200
1767591795.137084,200.17600059509277,200
1767591795.3373475,198.00233840942383,200
1767591795.5375938,200.7601261138916,200
1767591795.7378619,204.87117767333984,200
1767591795.93735,202.33988761901855,200
1767591796.137713,206.03322982788086,200
1767591796.3377597,204.30397987365723,200
1767591796.5375345,210.85286140441895,200
1767591796.7377875,211.46845817565918,200
1767591796.9381158,206.0530185699463,200
1767591797.1377897,210.9365463256836,200
1767591797.3381875,208.82678031921387,200
1767591797.5374007,205.62505722045898,200
1767591797.7373037,206.8042755126953,200
1767591797.9375906,204.07700538635254,200
1767591798.1375544,206.42495155334473,200
1767591798.3381,208.251953125,200
1767591798.538045,206.1755657196045,200
1767591798.737813,207.8542709350586,200
1767591798.9372044,202.4543285369873,200
1767591799.1375728,205.01947402954102,200
1767591799.3377852,211.1985683441162,200
1767591799.5375638,205.78789710998535,200
1767591799.7377996,207.31401443481445,200
1767591799.9373748,206.30574226379395,200
1767591800.1371193,207.52835273742676,200
1767591800.3379788,205.37424087524414,200
1767591800.5378206,204.96177673339844,200
1767591800.737155,207.2277069091797,200
1767591800.9374452,205.40380477905273,200
1767591801.1372898,210.41369438171387,200
1767591801.337782,208.59527587890625,200
1767591801.5380764,207.31496810913086,200
1767591801.7373428,206.30383491516113,200
1767591801.9372642,205.68323135375977,200
1767591802.137861,206.27784729003906,200
1767591802.3380935,204.34927940368652,200
